PLAYER_NAME,TEAM_HIST,Season,MIN,PLAYER_FGM,PLAYER_FGA,PLAYER_FG3M,PLAYER_FTM,PLAYER_FTA,PLAYER_AST,PLAYER_TOV,PLAYER_OREB,PLAYER_DREB,PLAYER_STL,PLAYER_BLK,PLAYER_PF,TEAM_FGM,TEAM_AST,TEAM_FGA,TEAM_FTM,TEAM_FTA,TEAM_PTS,TEAM_OREB,TEAM_TOV,TEAM_PF,TEAM_DREB%,TEAM_PACE,PLAYER_RAW_PER,PLAYER_PACE_CORRECTED_PER,Min * cPER,PLAYER_PER
Aaron Gordon,2020-21 DEN,2020-21,1383.78,231,499,59,97,149,161,97,77,207,33,34,89,3114,1933,6422,1129,1406,8284,758,972.0,1374,0.751,99.3,0.31830441346030675,0.32510003638614615,449.8669283504213,14.525478651777485
Aaron Gordon,2021-22 DEN,2021-22,2375.4183333333335,434,834,87,171,230,188,133,125,314,44,44,148,3416,2279,7079,1372,1725,9243,752,1189.0,1639,0.752,99.9,0.3364151052683321,0.33869379283488105,804.5394448861784,15.201557384745234
Aaron Gordon,2019-20 ORL,2019-20,2017.1433333333334,335,767,73,151,224,228,100,107,368,51,39,125,2871,1747,6468,1282,1656,7831,751,937.0,1336,0.749,100.9,0.3295828920000935,0.33539713925242415,676.5441034620991,15.232286686929683
Aaron Henry,2021-22 PHI,2021-22,16.983333333333334,1,5,0,0,0,0,2,0,1,0,2,2,3230,1945,6932,1605,1955,9015,700,1027.0,1590,0.724,98.4,-0.1465669931443514,-0.1498091424168196,-2.544258602045653,-6.723867763112485
Aaron Holiday,2019-20 IND,2019-20,1617.3316666666667,233,563,87,74,87,225,88,22,134,55,16,120,3075,1888,6457,1096,1393,7989,636,967.0,1445,0.718,101.3,0.25395222443442145,0.25741179076926357,416.32024058450435,11.690529628049125
Aaron Holiday,2020-21 IND,2020-21,1176.0866666666666,170,436,67,68,83,123,66,15,74,46,13,94,3115,1973,6567,1183,1493,8302,648,975.0,1453,0.701,104.0,0.2163177930730071,0.21095144782177289,248.0971850972161,9.425316545511437
Aaron Holiday,2021-22 PHX,2021-22,1020.75,151,338,39,59,68,153,67,24,98,42,9,92,3581,2244,7389,1303,1635,9416,801,1060.0,1633,0.728,102.0,0.2792342018391068,0.27533769843435846,281.0509556768714,12.357952556202028
Aaron Nesmith,2020-21 BOS,2020-21,668.7316666666667,78,178,40,22,28,23,23,28,99,15,9,87,2985,1689,6401,1160,1496,8109,765,1012.0,1471,0.737,100.7,0.2126308079626323,0.21415110768192816,143.20962715864863,9.568277436898207
Aaron Nesmith,2021-22 BOS,2021-22,573.8783333333333,72,182,31,21,26,22,31,15,74,20,5,70,3341,2036,7167,1397,1713,9164,863,1118.0,1521,0.725,99.0,0.16729419314081767,0.16995850806861587,97.53550534623716,7.6282295928886885
Aaron Wiggins,2021-22 OKC,2021-22,1208.75,156,337,42,62,85,68,54,51,127,30,10,93,3141,1822,7310,1233,1632,8506,854,1145.0,1497,0.727,100.8,0.2297995279938401,0.22929038221422413,277.1547495014434,10.291215772882412
Abdel Nader,2019-20 OKC,2019-20,866.9516666666667,123,263,48,51,66,38,43,14,86,23,20,78,2879,1562,6156,1422,1787,7950,593,986.0,1390,0.728,101.1,0.24594583602033154,0.2497894999264851,216.5554232770995,11.344358162224612
Abdel Nader,2020-21 PHX,2020-21,355.25,57,116,18,28,37,19,19,7,55,10,9,34,3118,1939,6357,1124,1347,8300,630,902.0,1374,0.741,99.3,0.2945529285237744,0.30084147040162335,106.8739323601767,13.441605250076636
Abdel Nader,2021-22 PHX,2021-22,145.23833333333334,12,35,4,6,10,7,11,4,23,8,4,20,3581,2244,7389,1303,1635,9416,801,1060.0,1633,0.728,102.0,0.11760298130929867,0.11596192009952512,16.842116005388196,5.20470649338876
Adam Mokoka,2019-20 CHI,2019-20,111.66666666666667,12,28,6,2,4,4,2,7,3,4,0,17,2573,1510,5762,1006,1332,6945,680,1005.0,1417,0.719,101.9,0.17658632585497544,0.1779380170636789,19.86974523877748,8.081174736490103
Adam Mokoka,2020-21 CHI,2020-21,56.178333333333335,7,19,1,0,1,5,5,1,4,2,1,5,3035,1927,6380,995,1258,7969,693,1089.0,1362,0.767,101.1,0.0596918347000478,0.05988077027971165,3.364001873030401,2.675474478621156
Ade Murkey,2021-22 SAC,2021-22,1.4666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,3321,1943,7223,1466,1908,9045,784,1156.0,1552,0.714,102.1,0.0,0.0,0.0,0.0
Admiral Schofield,2021-22 ORL,2021-22,468.8233333333333,54,129,26,12,15,25,21,17,72,4,5,58,3139,1947,7240,1270,1614,8547,746,1188.0,1612,0.735,101.5,0.1750664733194646,0.17347391459665698,81.32861888758671,7.7860112091959515
Admiral Schofield,2019-20 WAS,2019-20,368.38166666666666,35,92,19,10,15,15,7,7,40,8,4,50,2990,1801,6544,1394,1770,8238,732,1020.0,1634,0.712,105.2,0.14403724805735302,0.140586926145713,51.78964616510133,6.384849817916964
Ahmad Caver,2021-22 IND,2021-22,0.8433333333333334,1,1,0,0,0,0,0,0,0,0,0,0,3398,2081,7338,1347,1754,9140,925,1183.0,1675,0.725,100.5,1.9333372699262221,1.9348121209115723,1.6316915553020928,86.83996609018703
Al Horford,2021-22 BOS,2021-22,2004.7916666666667,266,569,89,80,95,232,65,108,422,49,92,130,3341,2036,7167,1397,1713,9164,863,1118.0,1521,0.725,99.0,0.36355435856736634,0.3693442983519577,740.4583714668519,16.577240755229802
Al Horford,2020-21 OKC,2020-21,781.755,162,360,56,18,22,94,29,29,159,25,26,48,2795,1588,6338,1113,1536,7560,715,1162.0,1305,0.742,103.1,0.3989563935947432,0.392455455270406,306.8040144349162,17.53492063757524
Al Horford,2019-20 PHI,2019-20,2025.5433333333333,319,709,99,61,80,270,80,103,353,52,61,142,3000,1884,6417,1236,1638,8084,764,1037.0,1529,0.753,101.3,0.34057379986186403,0.34521340345326956,699.2447079420805,15.678098928605927
Al-Farouq Aminu,2020-21 CHI,2020-21,434.14,38,99,8,18,22,31,28,22,88,19,9,29,3035,1927,6380,995,1258,7969,693,1089.0,1362,0.767,101.1,0.19877478112199828,0.1994039396774784,86.56922637158047,8.909373561020516
Al-Farouq Aminu,2019-20 ORL,2019-20,380.0783333333333,25,86,9,19,29,21,17,24,63,18,8,27,2871,1747,6468,1282,1656,7831,751,937.0,1336,0.749,100.9,0.16934790289744764,0.17233540802289318,65.5009546556612,7.826728478259487
Alec Burks,2020-21 NYK,2020-21,1254.56,210,500,102,101,118,107,49,21,206,31,14,102,2839,1541,6225,1181,1506,7706,696,932.0,1473,0.738,98.2,0.3262277859585502,0.33692486814578576,422.69246258097695,15.053812463101613
Alec Burks,2021-22 NYK,2021-22,2317.6766666666667,285,728,157,217,264,239,91,47,350,85,26,215,3088,1793,7069,1473,1980,8731,941,1087.0,1672,0.74,98.4,0.3013255416347643,0.30799104226780977,713.8236522064498,13.823529105253288
Alec Burks,2019-20 PHI,2019-20,1754.2516666666668,321,768,116,235,265,189,91,48,234,62,17,128,3000,1884,6417,1236,1638,8084,764,1037.0,1529,0.753,101.3,0.3723109866419055,0.3773829428271556,662.0246564261091,17.139100198389308
Aleem Ford,2021-22 ORL,2021-22,73.53,6,20,2,0,0,2,4,2,13,1,0,7,3139,1947,7240,1270,1614,8547,746,1188.0,1612,0.735,101.5,0.02601435534190372,0.025777705869663742,1.8954347125963749,1.1569780235559748
Aleksej Pokusevski,2020-21 OKC,2020-21,1089.915,139,408,58,31,42,97,99,30,182,20,42,58,2795,1588,6338,1113,1536,7560,715,1162.0,1305,0.742,103.1,0.1504540043218622,0.14800237748131198,161.31001125254414,6.612750334988034
Aleksej Pokusevski,2021-22 OKC,2021-22,1232.705,186,456,57,35,50,131,94,73,245,39,38,88,3141,1822,7310,1233,1632,8506,854,1145.0,1497,0.727,100.8,0.2720975229957534,0.2714946614203329,334.67282660615143,12.185465935731571
Alen Smailagic,2019-20 GSW,2019-20,138.89333333333335,20,40,3,16,19,13,11,10,17,3,4,14,2510,1663,5730,1214,1511,6912,647,969.0,1304,0.722,102.7,0.3140958853085301,0.31403471765803187,43.617328717916244,14.262097940603075
Alen Smailagic,2020-21 GSW,2020-21,83.855,11,27,4,2,6,4,5,6,10,3,5,11,2973,1991,6347,1193,1520,8187,574,1080.0,1526,0.727,104.4,0.20686694066273262,0.2009621180269573,16.851678407150505,8.978993012936337
Alex Caruso,2021-22 CHI,2021-22,1146.8316666666667,102,256,42,58,73,165,57,33,115,71,15,106,3422,1958,7127,1436,1766,9152,711,1053.0,1540,0.735,100.4,0.26015140242016277,0.260609172152177,298.8748512479014,11.696893681761825
Alex Caruso,2019-20 LAL,2019-20,1175.275,120,291,40,69,94,124,53,17,106,70,18,98,3006,1803,6269,1260,1728,8054,757,1077.0,1471,0.737,103.3,0.23868615996409986,0.23725358088203077,278.83820227112875,10.775030966426563
Alex Caruso,2020-21 LAL,2020-21,1216.1233333333332,133,305,55,49,76,160,76,31,139,64,15,108,2925,1775,6197,1241,1679,7887,695,1095.0,1377,0.748,100.8,0.24766719237338108,0.24919054216774117,303.0464327761739,11.133840342555642
Alex Len,2019-20 SAC,2019-20,970.5233333333333,177,319,16,68,105,50,55,100,221,23,48,127,2943,1713,6364,1127,1464,7927,695,1043.0,1595,0.736,101.2,0.39159215930318714,0.3973190011586093,385.607361401124,18.044509697674
Alex Len,2021-22 SAC,2021-22,620.2,94,176,6,41,63,45,43,52,109,13,25,100,3321,1943,7223,1466,1908,9045,784,1156.0,1552,0.714,102.1,0.29376427058239857,0.28938130382901445,179.47428463475478,12.988270199488918
Alex Len,2020-21 WAS,2020-21,978.7383333333333,171,278,8,73,116,49,55,78,182,20,64,127,3108,1835,6547,1449,1884,8398,697,1036.0,1555,0.736,106.4,0.37819583203568613,0.3604945609498053,352.8298457597442,16.10690699197177
Alfonzo McKinnie,2021-22 CHI,2021-22,206.31333333333333,24,61,9,2,8,5,7,13,20,2,3,26,3422,1958,7127,1436,1766,9152,711,1053.0,1540,0.735,100.4,0.1299629848068368,0.13019167133388734,26.86027768513208,5.843378900548178
Alfonzo McKinnie,2019-20 CLE,2019-20,593.4583333333334,73,171,14,22,31,14,26,37,76,23,8,72,2619,1500,5715,983,1296,6948,704,1073.0,1188,0.738,100.9,0.19128028470910285,0.1946547040032773,115.51945621327829,8.840374318475734
Alfonzo McKinnie,2020-21 LAL,2020-21,258.0083333333333,48,93,16,10,18,6,5,22,32,7,0,26,2925,1775,6197,1241,1679,7887,695,1095.0,1377,0.748,100.8,0.3423503876646786,0.3444561142554733,88.8725479455309,15.390308748379207
Alize Johnson,2020-21 BKN,2020-21,188.69333333333333,40,68,1,13,13,14,9,27,63,5,5,16,3106,1929,6289,1305,1623,8537,640,975.0,1371,0.726,101.8,0.5234722593175026,0.5215182371314452,98.40701455845615,23.301449314412473
Alize Johnson,2019-20 IND,2019-20,117.72666666666667,12,29,3,7,10,7,7,16,32,3,2,12,3075,1888,6457,1096,1393,7989,636,967.0,1445,0.718,101.3,0.2895088528196321,0.2934528036280339,34.54722039511634,13.327356470328583
Alize Johnson,2021-22 NOP,2021-22,167.22,17,39,0,7,12,9,12,28,33,5,0,18,3294,2047,7212,1501,1903,8962,981,1153.0,1612,0.742,99.7,0.23327893568439742,0.23533016805099707,39.35191070148773,10.562298836498037
Allen Crabbe,2019-20 MIN,2019-20,653.01,63,177,36,10,14,33,17,11,66,15,4,47,2586,1525,5865,1223,1624,7248,675,981.0,1370,0.731,105.9,0.1411888935345037,0.1368958979048427,89.39439029084133,6.217219287555832
Allonzo Trier,2019-20 NYK,2019-20,290.73833333333334,51,106,19,34,43,28,22,6,23,3,4,29,2638,1456,5896,1076,1550,6983,795,946.0,1464,0.742,100.9,0.312761015568505,0.3182785042475133,92.53576186074828,14.454832363184057
Alperen Sengun,2021-22 HOU,2021-22,1489.2933333333333,249,525,29,165,232,185,145,138,255,59,68,214,3229,1932,7083,1434,2010,8997,786,1351.0,1692,0.71,103.3,0.36185319695160933,0.35231353699970663,524.6982018967498,15.812850909655157
Amida Brimah,2020-21 IND,2020-21,29.278333333333332,5,8,0,3,3,1,4,2,6,0,5,4,3115,1973,6567,1183,1493,8302,648,975.0,1453,0.701,104.0,0.3649377592661055,0.35588449562277324,10.419704891008763,15.90092914516659
Amile Jefferson,2019-20 ORL,2019-20,74.33,5,14,0,5,14,4,3,10,13,1,3,7,2871,1747,6468,1282,1656,7831,751,937.0,1336,0.749,100.9,0.19034568597444976,0.19370361779837958,14.397989910953553,8.797180098723956
Amir Coffey,2019-20 LAC,2019-20,158.99,23,54,6,6,11,14,8,4,12,5,2,20,2992,1708,6425,1498,1894,8377,767,1051.0,1594,0.737,103.9,0.19308258048021462,0.19081539329844502,30.337739380519775,8.666009440270287
Amir Coffey,2020-21 LAC,2020-21,394.565,45,103,23,27,38,22,15,10,34,10,0,30,3009,1756,6242,1164,1387,8209,678,949.0,1383,0.754,99.1,0.22108533311775047,0.22626109470032546,89.27470883043391,10.109351993100653
Amir Coffey,2021-22 LAC,2021-22,1567.3666666666666,211,466,96,101,117,124,45,26,171,38,15,87,3285,1969,7170,1273,1606,8890,747,1126.0,1528,0.706,100.2,0.2899031298068859,0.29099291868473615,456.0926009824992,13.060604137192067
Anderson Varejao,2020-21 CLE,2020-21,35.93333333333333,4,16,0,5,9,3,1,7,13,0,2,3,2778,1716,6175,1200,1614,7476,751,1114.0,1308,0.729,99.6,0.29491937534462914,0.3003084643318503,10.79108415165782,13.417790524080852
Andre Drummond,2021-22 BKN,2021-22,1436.785,247,433,0,86,164,131,115,229,451,78,68,192,3442,2071,7251,1434,1781,9258,844,1153.0,1670,0.704,101.6,0.45776332933347647,0.45315265537988797,651.0829379599924,20.33880230620397
Andre Drummond,2019-20 CLE,2019-20,1878.2016666666666,418,784,5,169,294,152,203,250,614,109,93,201,2619,1500,5715,983,1296,6948,704,1073.0,1188,0.738,100.9,0.475164108836216,0.4835465876640501,908.1980068615983,21.960593540548967
Andre Drummond,2020-21 LAL,2020-21,1241.5883333333334,282,572,0,123,205,94,124,166,385,63,49,149,2925,1775,6197,1241,1679,7887,695,1095.0,1377,0.748,100.8,0.4305495435953277,0.43319776499442597,537.8532910431544,19.35528816720981
Andre Iguodala,2021-22 GSW,2021-22,602.8316666666667,46,121,17,15,20,114,28,21,79,27,22,34,3323,2223,7087,1280,1665,9102,800,1221.0,1723,0.736,100.7,0.27188133002830683,0.27154834064694144,163.69793877276348,12.187875214734971
Andre Iguodala,2019-20 MIA,2019-20,418.1666666666667,38,88,14,6,15,51,26,17,61,14,21,35,2880,1892,6160,1440,1840,8179,620,1088.0,1501,0.753,100.5,0.22561068197673087,0.23050452562557938,96.38930913242979,10.468518082144548
Andre Iguodala,2020-21 MIA,2020-21,1338.8633333333332,95,248,60,25,38,142,67,38,183,57,35,90,2824,1895,6029,1201,1520,7781,579,1013.0,1363,0.733,98.7,0.20205217881197524,0.20762038475289288,277.9753203982073,9.276484555110581
Andre Roberson,2020-21 BKN,2020-21,62.92666666666667,2,14,1,1,2,4,2,7,8,3,1,4,3106,1929,6289,1305,1623,8537,640,975.0,1371,0.726,101.8,0.09945268632839878,0.09908144840300791,6.2348652765066115,4.426961865533689
Andre Roberson,2019-20 OKC,2019-20,86.965,8,29,3,1,2,4,2,7,20,1,3,13,2879,1562,6156,1422,1787,7950,593,986.0,1390,0.728,101.1,0.12971957588936814,0.1317468452257203,11.457364395054766,5.983371596578758
Andrew Wiggins,2019-20 GSW,2019-20,1858.8816666666667,437,978,111,190,268,198,132,66,208,45,53,127,2510,1663,5730,1214,1511,6912,647,969.0,1304,0.722,102.7,0.36093513797315235,0.36086484875446234,670.8050514941095,16.388919845039382
Andrew Wiggins,2020-21 GSW,2020-21,2364.27,505,1058,140,170,238,167,126,82,265,67,70,159,2973,1991,6347,1193,1520,8187,574,1080.0,1526,0.727,104.4,0.34470136365061105,0.3348621867954499,791.7046223748782,14.96165180310053
Andrew Wiggins,2021-22 GSW,2021-22,2329.5133333333333,475,1019,157,149,235,161,111,85,240,76,51,158,3323,2223,7087,1280,1665,9102,800,1221.0,1723,0.736,100.7,0.3342723544205259,0.3338629510072998,777.7381958775183,14.98473522616967
Anfernee Simons,2019-20 POR,2019-20,1448.8066666666666,214,536,75,76,92,97,61,25,127,26,10,135,3122,1525,6749,1312,1632,8508,754,946.0,1606,0.712,103.2,0.2039876131052027,0.2029597685430447,294.0494657302868,9.21755441102262
Anfernee Simons,2020-21 POR,2020-21,1104.4566666666667,168,401,120,46,57,89,43,14,126,18,8,96,2973,1531,6558,1282,1558,8360,766,799.0,1362,0.731,100.8,0.2781289371959628,0.2798396508969697,309.07076803083083,12.503243371516323
Anfernee Simons,2021-22 POR,2021-22,1681.0133333333333,353,797,179,103,116,221,115,26,125,30,6,110,3161,1880,7144,1346,1771,8711,854,1187.0,1728,0.721,100.6,0.3421303503428207,0.3420509960534768,574.9922850458419,15.352238378785815
Ante Zizic,2019-20 CLE,2019-20,220.62166666666667,41,72,0,14,19,6,10,18,48,7,5,27,2619,1500,5715,983,1296,6948,704,1073.0,1188,0.738,100.9,0.353260859123934,0.35949281481511935,79.311903959203,16.326608000773646
Anthony Davis,2019-20 LAL,2019-20,2131.193333333333,551,1096,72,444,525,200,154,142,435,91,143,156,3006,1803,6269,1260,1728,8054,757,1077.0,1471,0.737,103.3,0.5988547944190505,0.5952605062047253,1268.6152224201358,27.034156296405342
Anthony Davis,2020-21 LAL,2020-21,1161.735,301,613,26,158,214,110,74,62,224,45,59,60,2925,1775,6197,1241,1679,7887,695,1095.0,1377,0.748,100.8,0.4895135781175136,0.4925244751257761,572.1829211102435,22.006007223019303
Anthony Davis,2021-22 LAL,2021-22,1404.2483333333332,370,695,13,174,244,122,82,106,288,49,90,97,3415,1968,7279,1380,1884,9192,782,1191.0,1654,0.72,102.3,0.5347866715203656,0.5257777204230691,738.3224876078941,23.598425355637886
Anthony Edwards,2020-21 MIN,2020-21,2314.1666666666665,505,1211,171,211,272,211,160,59,277,82,36,129,2932,1846,6546,1265,1662,8073,757,1027.0,1507,0.717,104.1,0.32457492030372004,0.31621890890685195,731.7832583619398,14.128669629427895
Anthony Edwards,2021-22 MIN,2021-22,2465.9933333333333,549,1245,215,220,280,275,190,62,281,105,46,164,3411,2106,7458,1474,1894,9507,921,1175.0,1786,0.706,103.5,0.3797283217993702,0.36900298401457,909.9588985600361,16.561921580223352
Anthony Gill,2020-21 WAS,2020-21,218.015,30,60,7,13,16,11,8,16,35,10,4,27,3108,1835,6547,1449,1884,8398,697,1036.0,1555,0.736,106.4,0.31834096218203967,0.3034411690272788,66.15472646548218,13.55775985684869
Anthony Gill,2021-22 WAS,2021-22,463.4,62,109,14,42,52,27,18,33,52,5,11,58,3327,2052,7056,1393,1778,8907,737,1077.0,1545,0.731,99.3,0.31642041655059594,0.32048852731054484,148.51438355570647,14.384452393666638
Anthony Lamb,2020-21 HOU,2020-21,415.21,46,118,23,18,21,23,19,27,43,6,5,34,2826,1699,6372,1189,1606,7833,671,1060.0,1407,0.723,103.6,0.2002190784131853,0.19600597425352562,81.38364056980637,8.757552371537537
Anthony Lamb,2021-22 HOU,2021-22,7.683333333333334,0,2,0,0,0,2,0,0,1,0,0,0,3229,1932,7083,1434,2010,8997,786,1351.0,1692,0.71,103.3,0.006246983957332486,0.006082292576463153,0.046732281295825226,0.2729908890801271
Anthony Tolliver,2019-20 MEM,2019-20,871.9233333333333,65,182,49,21,29,42,34,34,120,19,11,74,3106,1965,6634,1212,1589,8222,754,1113.0,1546,0.733,105.3,0.15481759180468788,0.15096553016624267,131.6303682809842,6.856201100766901
Anthony Tolliver,2020-21 PHI,2020-21,98.97333333333333,4,17,4,5,6,2,3,3,7,3,2,7,2981,1706,6257,1409,1836,8182,722,1040.0,1456,0.737,101.8,0.09394530104028584,0.09359462113463449,9.263371635765223,4.181810270847048
Antonius Cleveland,2019-20 DAL,2019-20,45.73833333333334,4,14,0,3,5,1,2,2,5,1,3,8,3124,1849,6772,1392,1787,8776,791,953.0,1462,0.74,101.7,0.06357460024952266,0.06418721684976388,2.9358163200134504,2.9151056293175
Anzejs Pasecniks,2019-20 WAS,2019-20,436.89666666666665,61,116,0,34,58,18,24,42,65,9,12,75,2990,1801,6544,1394,1770,8238,732,1020.0,1634,0.712,105.2,0.2513806578281047,0.2453589918801311,107.196525689123,11.143143659079964
Anzejs Pasecniks,2020-21 WAS,2020-21,6.316666666666666,0,1,0,0,0,1,5,1,0,0,0,2,3108,1835,6547,1449,1884,8398,697,1036.0,1555,0.736,106.4,-0.8694582793702906,-0.8287637095275834,-5.235024098515901,-37.02918555140409
Armoni Brooks,2020-21 HOU,2020-21,520.36,78,192,60,7,12,30,22,10,58,12,5,34,2826,1699,6372,1189,1606,7833,671,1060.0,1407,0.723,103.6,0.24292776610518607,0.23781596562150553,123.74991587080662,10.625623946667243
Armoni Brooks,2021-22 TOR,2021-22,843.755,98,289,74,18,21,62,27,20,83,28,11,74,3332,1809,7489,1327,1749,8970,1095,1021.0,1607,0.714,98.6,0.20074039172624564,0.20476470045828293,172.7712398351785,9.190432214104
Arnoldas Kulboka,2021-22 CHA,2021-22,5.3,0,1,0,0,0,0,0,0,0,0,0,1,3508,2302,7497,1298,1753,9457,888,1087.0,1629,0.706,102.3,-0.2112471983926691,-0.20768855383193238,-1.1007493353092417,-9.32166321326725
Aron Baynes,2019-20 PHX,2019-20,934.4366666666666,183,381,59,56,75,67,50,71,166,10,23,141,3006,1987,6429,1451,1740,8294,712,1077.0,1609,0.734,103.7,0.3371958614319871,0.33387918082773804,311.98894880206876,15.163347584004727
Aron Baynes,2020-21 TOR,2020-21,980.2766666666666,134,304,27,29,41,47,46,87,186,17,22,119,2859,1735,6383,1252,1536,8011,680,952.0,1526,0.716,101.6,0.23619932125625367,0.23578085789182332,231.13047343800358,10.534695276802516
Ashton Hagans,2020-21 MIN,2020-21,4.066666666666666,0,0,0,0,0,0,1,0,0,0,0,0,2932,1846,6546,1265,1662,8073,757,1027.0,1507,0.717,104.1,-0.270161584337974,-0.2632064157882548,-1.0703727575389028,-11.760069965055488
Austin Reaves,2021-22 LAL,2021-22,1417.6816666666666,146,318,53,99,118,110,40,45,148,29,20,87,3415,1968,7279,1380,1884,9192,782,1191.0,1654,0.72,102.3,0.25994357710637606,0.255564599284154,362.3092470541582,11.470478655690867
Austin Rivers,2020-21 DEN,2020-21,844.9683333333334,104,245,55,22,31,81,36,8,74,30,2,64,3114,1933,6422,1129,1406,8284,758,972.0,1374,0.751,99.3,0.21503970347624118,0.219630682039883,185.5809713521032,9.813104971345977
Austin Rivers,2021-22 DEN,2021-22,1479.8783333333333,146,350,79,32,44,90,54,19,95,51,6,121,3416,2279,7079,1372,1725,9243,752,1189.0,1639,0.752,99.9,0.1619005932469152,0.16299721721852425,241.21605015532097,7.315786718031633
Austin Rivers,2019-20 HOU,2019-20,1593.94,211,501,96,78,111,113,50,27,148,49,10,129,2936,1557,6512,1484,1876,8482,704,1057.0,1566,0.713,106.3,0.24022321445586858,0.2320425179711062,369.861851094865,10.538367039060475
Avery Bradley,2020-21 HOU,2020-21,601.925,64,171,33,12,15,46,28,8,49,21,3,55,2826,1699,6372,1189,1606,7833,671,1060.0,1407,0.723,103.6,0.14720899538644683,0.1441113543638363,86.74422697545215,6.438899314069247
Avery Bradley,2019-20 LAL,2019-20,1186.465,170,383,63,20,24,63,47,18,97,43,5,110,3006,1803,6269,1260,1728,8054,757,1077.0,1471,0.737,103.3,0.19994506205992363,0.1987450045722455,235.80399184980925,9.026138070191406
Avery Bradley,2021-22 LAL,2021-22,1405.9116666666666,148,350,82,16,18,47,38,31,105,53,9,118,3415,1968,7279,1380,1884,9192,782,1191.0,1654,0.72,102.3,0.17958586572503302,0.17656058411604503,248.22858508222905,7.924549868065312
Axel Toupane,2020-21 MIL,2020-21,61.21666666666667,4,11,1,5,7,4,0,0,6,2,3,6,3221,1834,6610,1169,1539,8649,741,995.0,1244,0.755,104.4,0.20748623252360476,0.20156373278298845,12.339059841865277,9.00587317693898
Ayo Dosunmu,2021-22 CHI,2021-22,2109.641666666667,278,535,70,53,78,256,108,27,187,60,29,182,3422,1958,7127,1436,1766,9152,711,1053.0,1540,0.735,100.4,0.2480699124171212,0.24850642321918318,524.2595048574897,11.153687292066449
BJ Johnson,2019-20 ORL,2019-20,82.56666666666666,9,32,3,9,10,3,6,3,12,3,0,3,2871,1747,6468,1282,1656,7831,751,937.0,1336,0.749,100.9,0.13103034612516207,0.13334188245918374,11.00959476171327,6.055811285452063
BJ Johnson,2021-22 ORL,2021-22,64.595,11,25,4,0,0,0,0,6,9,0,1,4,3139,1947,7240,1270,1614,8547,746,1188.0,1612,0.735,101.5,0.27449810868525326,0.2720010322942577,17.569906681047577,12.208193325665418
Bam Adebayo,2019-20 MIA,2019-20,2416.9616666666666,440,790,2,264,382,368,204,176,559,82,93,182,2880,1892,6160,1440,1840,8179,620,1088.0,1501,0.753,100.5,0.433131409860164,0.4425266981536482,1069.5700659139384,20.097647666051305
Bam Adebayo,2020-21 MIA,2020-21,2142.616666666667,456,800,2,283,354,346,169,142,431,75,66,145,2824,1895,6029,1201,1520,7781,579,1013.0,1363,0.733,98.7,0.48793704638073226,0.5013837410732914,1074.2731600193188,22.40183947152205
Bam Adebayo,2021-22 MIA,2021-22,1825.2616666666668,406,729,0,256,340,190,148,137,427,80,44,171,3246,2090,6954,1416,1753,9022,807,1194.0,1679,0.735,98.2,0.4716050706254311,0.4830190019002421,881.6360684401058,21.67929035206311
Ben McLemore,2019-20 HOU,2019-20,1619.485,242,545,181,50,67,58,50,21,136,45,16,155,2936,1557,6512,1484,1876,8482,704,1057.0,1566,0.713,106.3,0.2702129848995376,0.26101099990107735,422.70339917479623,11.853990131809539
Ben McLemore,2020-21 LAL,2020-21,904.81,135,365,97,39,53,39,42,15,85,23,9,88,2925,1775,6197,1241,1679,7887,695,1095.0,1377,0.748,100.8,0.19979978897771916,0.20102871625119323,181.89279275124213,8.981968623444224
Ben McLemore,2021-22 POR,2021-22,1284.885,216,539,151,72,88,59,55,12,91,38,10,103,3161,1880,7144,1346,1771,8711,854,1187.0,1728,0.721,100.6,0.2643019546091583,0.26424065196892427,339.51885010509125,11.859885003107772
Ben Simmons,2019-20 PHI,2019-20,2016.8633333333332,375,647,2,185,298,455,200,113,331,119,33,186,3000,1884,6417,1236,1638,8084,764,1037.0,1529,0.753,101.3,0.43678604425808726,0.44273633785212646,892.9386861482326,20.10716859397365
Ben Simmons,2020-21 PHI,2020-21,1877.2883333333334,325,583,3,176,287,401,173,93,324,93,35,171,2981,1706,6257,1409,1836,8182,722,1040.0,1456,0.737,101.8,0.4078159075566379,0.4062936084911023,762.7302511282473,18.153209707677036
Bismack Biyombo,2019-20 CHA,2019-20,1029.0416666666667,151,278,0,91,151,50,48,120,188,10,49,116,2425,1549,5586,1052,1406,6687,715,949.0,1223,0.706,98.1,0.33300077837601477,0.34854760370692356,358.6700070312455,15.829523875904206
Bismack Biyombo,2020-21 CHA,2020-21,1348.7816666666668,142,242,0,47,105,81,71,137,210,17,74,141,2875,1933,6324,1146,1505,7881,762,1069.0,1298,0.722,100.6,0.25398516510204194,0.2560554219150009,345.3628587295515,11.440563360259034
Bismack Biyombo,2021-22 PHX,2021-22,505.89666666666665,86,145,0,38,71,23,25,63,104,12,26,70,3581,2244,7389,1303,1635,9416,801,1060.0,1633,0.728,102.0,0.3822624484116017,0.3769282632654659,190.68675195845498,16.91763104367183
